188       	1133      	4
221       	124       	3
105       	1090      	4
68        	390       	4
942       	870       	3
1         	1112      	4
177       	190       	4
833       	1047      	3
227       	1593      	4
127       	876       	5
25        	1144      	3
889       	1660      	5
433       	1193      	2
356       	1454      	3
62        	932       	2
644       	190       	4
81        	769       	4
100       	1016      	4
187       	830       	4
444       	794       	3
229       	190       	2
378       	899       	4
367       	412       	4
199       	375       	1
778       	1090      	5
172       	712       	4
220       	885       	3
199       	269       	1
622       	903       	4
89        	1065      	3
187       	41        	2
942       	1449      	4
34        	1660      	4
178       	859       	3
666       	1078      	4
137       	1411      	4
113       	1320      	5
22        	937       	4
127       	764       	5
196       	931       	3
933       	243       	3
35        	993       	4
311       	937       	4
68        	1371      	3
215       	298       	3
178       	1606      	2
35        	813       	4
911       	89        	3
174       	1075      	4
0         	1250      	4
689       	1105      	4
511       	1411      	3
34        	973       	4
56        	1023      	2
911       	1427      	3
120       	1101      	2
214       	766       	5
148       	1109      	5
169       	1403      	2
139       	861       	3
91        	818       	4
177       	856       	4
229       	1096      	4
467       	884       	3
69        	798       	5
54        	1026      	5
29        	834       	2
940       	826       	5
533       	110       	4
811       	833       	4
889       	958       	4
192       	770       	5
105       	774       	3
29        	1103      	4
13        	1336      	1
221       	445       	4
58        	1         	5
188       	301       	4
555       	445       	5
489       	68        	3
227       	1338      	5
67        	1621      	1
225       	1450      	4
196       	103       	3
229       	811       	2
105       	33        	2
900       	932       	2
855       	1188      	4
216       	101       	4
207       	763       	4
113       	926       	5
144       	937       	1
87        	1203      	4
227       	1508      	2
578       	1294      	4
120       	1229      	3
911       	764       	4
225       	1019      	4
289       	949       	5
667       	1401      	3
589       	842       	3
200       	797       	3
199       	1327      	4
168       	1349      	4
45        	1660      	3
221       	22        	3
105       	1172      	3
227       	1478      	3
22        	836       	5
217       	815       	5
187       	1606      	2
187       	794       	2
622       	859       	4
149       	798       	5
811       	1265      	4
128       	944       	3
103       	1101      	2
2         	955       	4
187       	501       	1
225       	1194      	4
231       	1560      	5
150       	457       	3
811       	1212      	4
91        	866       	2
219       	368       	4
311       	590       	5
666       	997       	4
183       	1476      	4
91        	1541      	1
114       	512       	1
833       	1136      	4
188       	980       	3
544       	1092      	3
207       	479       	4
104       	1638      	1
16        	1233      	5
214       	112       	5
35        	18        	3
195       	1660      	4
99        	1151      	5
133       	1483      	1
132       	805       	5
27        	1047      	3
22        	820       	5
65        	769       	4
137       	201       	4
226       	931       	2
199       	1130      	3
225       	1449      	5
91        	905       	2
114       	1344      	1
34        	792       	3
0         	782       	3
51        	836       	5
145       	1000      	4
114       	1424      	4
218       	1356      	5
356       	1179      	3
256       	1541      	3
225       	1188      	3
67        	1283      	5
938       	390       	3
61        	969       	4
744       	1110      	5
218       	1137      	5
226       	910       	2
161       	1320      	3
137       	1427      	4
34        	812       	5
67        	1356      	5
190       	1075      	4
51        	556       	2
97        	1283      	5
113       	911       	5
79        	1404      	5
3         	1493      	3
94        	815       	3
32        	800       	4
91        	329       	1
94        	590       	3
0         	939       	4
0         	668       	4
94        	930       	5
489       	1233      	3
933       	954       	4
32        	1137      	4
145       	932       	2
225       	825       	3
225       	785       	3
15        	1576      	1
800       	776       	3
137       	1377      	3
132       	1051      	3
232       	220       	4
227       	379       	5
38        	1407      	3
129       	809       	2
655       	857       	5
172       	1308      	4
196       	794       	4
6         	1665      	1
589       	76        	3
186       	1029      	4
34        	1194      	5
157       	1548      	3
207       	836       	2
216       	874       	5
889       	97        	4
89        	861       	4
911       	827       	3
232       	1293      	4
50        	1560      	3
102       	909       	4
544       	1629      	3
113       	1638      	5
67        	791       	5
567       	1325      	3
191       	793       	4
191       	1360      	3
48        	760       	5
195       	1235      	3
137       	568       	3
855       	1017      	3
120       	859       	4
192       	438       	2
86        	943       	4
120       	130       	2
221       	1213      	3
191       	992       	4
229       	1045      	4
433       	1637      	2
933       	251       	3
35        	21        	3
1         	767       	3
116       	930       	3
102       	890       	4
367       	932       	3
123       	1192      	5
108       	1638      	5
34        	955       	2
105       	1305      	3
150       	802       	4
232       	1020      	4
232       	1284      	4
188       	1153      	5
933       	867       	4
187       	1261      	3
192       	223       	5
25        	896       	3
218       	795       	5
39        	890       	3
90        	1086      	5
150       	1253      	3
6         	190       	2
311       	1414      	1
188       	1511      	1
666       	701       	4
150       	503       	3
195       	1023      	2
467       	851       	3
4         	1487      	3
34        	779       	4
87        	1385      	4
152       	1361      	3
174       	1440      	5
182       	768       	5
161       	779       	3
199       	203       	4
367       	1478      	4
811       	1438      	2
58        	791       	5
172       	1057      	2
11        	1274      	3
219       	1368      	3
166       	781       	4
50        	1348      	4
225       	1244      	4
600       	1008      	3
911       	1130      	2
137       	1649      	4
187       	1057      	3
215       	390       	5
127       	765       	5
68        	1084      	2
34        	1125      	4
544       	1367      	5
444       	761       	4
29        	701       	5
83        	923       	5
17        	1134      	3
127       	1145      	4
145       	790       	2
32        	556       	4
155       	1194      	4
91        	882       	1
213       	1461      	4
168       	837       	4
114       	1293      	3
556       	1239      	5
91        	934       	2
22        	1025      	3
208       	0         	5
130       	826       	3
130       	1163      	4
116       	1096      	4
911       	1224      	3
34        	1563      	3
127       	768       	4
207       	892       	5
20        	54        	2
942       	124       	1
12        	1192      	3
611       	1094      	2
217       	788       	4
188       	814       	2
833       	860       	2
168       	1234      	5
42        	490       	5
114       	1639      	2
175       	412       	4
14        	937       	4
900       	1106      	4
129       	808       	4
91        	1614      	1
99        	69        	5
0         	795       	4
227       	1022      	4
221       	912       	3
97        	807       	4
137       	881       	2
128       	1203      	4
215       	1428      	3
206       	785       	4
227       	853       	3
939       	623       	4
689       	125       	3
18        	76        	4
666       	1051      	3
19        	962       	3
700       	1106      	4
188       	846       	5
182       	1038      	5
667       	1052      	3
136       	1100      	4
689       	775       	5
167       	969       	4
212       	1128      	5
99        	1157      	4
221       	910       	3
183       	899       	3
113       	978       	5
97        	390       	4
94        	780       	4
589       	893       	2
34        	827       	4
220       	1112      	3
151       	778       	4
578       	1364      	4
163       	1616      	2
489       	1397      	5
589       	1419      	3
12        	1386      	3
911       	756       	4
777       	1184      	3
231       	766       	4
227       	796       	4
174       	1515      	2
689       	1172      	3
72        	1024      	2
20        	557       	4
139       	1427      	4
104       	1537      	3
933       	777       	2
202       	948       	2
35        	101       	3
32        	985       	1
933       	1373      	1
92        	1511      	3
33        	1542      	1
172       	827       	4
600       	996       	4
58        	768       	2
389       	850       	4
104       	1548      	3
196       	1597      	4
196       	1205      	3
150       	780       	4
91        	913       	1
123       	984       	1
215       	849       	3
183       	1374      	5
1         	1252      	5
108       	957       	3
196       	468       	3
232       	1047      	4
136       	1620      	4
36        	290       	4
187       	1488      	2
11        	1460      	3
109       	1216      	3
146       	1328      	4
91        	1396      	1
103       	70        	4
150       	1070      	3
889       	1573      	4
104       	1618      	4
32        	1243      	5
30        	1578      	2
161       	867       	4
889       	893       	3
64        	850       	3
229       	1361      	3
22        	997       	5
123       	820       	2
147       	774       	4
201       	1137      	3
209       	357       	3
199       	553       	2
225       	939       	4
689       	1348      	3
889       	860       	2
232       	1183      	3
544       	1397      	3
933       	1399      	4
35        	1286      	4
178       	19        	3
511       	235       	5
800       	1137      	2
578       	223       	4
196       	1017      	3
91        	19        	1
59        	908       	3
87        	1511      	4
131       	1235      	4
766       	910       	4
43        	1110      	4
232       	1472      	5
722       	888       	2
188       	792       	4
231       	1616      	3
137       	1440      	3
25        	1395      	3
188       	817       	1
34        	1532      	4
146       	1397      	5
188       	1136      	4
155       	111       	5
162       	33        	5
511       	1179      	3
217       	1640      	5
191       	33        	2
137       	1475      	2
655       	840       	3
1         	1349      	4
134       	990       	3
216       	1607      	3
800       	1369      	1
199       	1015      	4
188       	833       	1
555       	1660      	5
160       	45        	4
220       	774       	4
203       	934       	1
755       	932       	1
21        	796       	5
204       	129       	5
80        	897       	4
667       	814       	4
1         	2         	5
162       	774       	4
9         	943       	3
163       	1196      	1
34        	1574      	1
196       	1350      	4
161       	761       	2
99        	1194      	5
141       	842       	5
578       	20        	4
196       	1036      	4
128       	1103      	4
230       	834       	4
137       	861       	3
201       	1274      	5
556       	1051      	5
511       	1361      	4
356       	877       	5
0         	798       	5
34        	1471      	4
82        	893       	4
56        	1404      	1
95        	828       	4
201       	1173      	3
161       	996       	4
57        	898       	4
666       	1124      	4
87        	925       	4
87        	1397      	3
938       	243       	3
150       	515       	3
940       	820       	5
11        	301       	2
20        	870       	5
188       	1356      	2
35        	275       	3
183       	1300      	4
120       	334       	3
356       	1225      	5
163       	1027      	2
855       	980       	4
3         	911       	3
174       	301       	4
911       	1454      	3
91        	1419      	2
127       	834       	1
911       	1393      	2
214       	1307      	5
163       	1311      	4
194       	1511      	5
98        	1341      	5
89        	1527      	4
444       	1060      	1
152       	1275      	3
104       	1025      	4
50        	1360      	4
889       	221       	5
422       	1249      	4
444       	823       	2
134       	312       	5
236       	1053      	4
777       	817       	5
196       	781       	4
137       	765       	5
689       	1534      	4
221       	379       	4
0         	763       	5
232       	900       	3
73        	813       	4
137       	1116      	3
91        	235       	4
113       	112       	5
150       	1268      	4
161       	1358      	4
889       	850       	5
121       	813       	5
182       	1638      	4
39        	932       	4
199       	1223      	4
111       	897       	4
209       	1231      	2
433       	909       	4
207       	590       	5
118       	911       	3
134       	1461      	4
150       	926       	4
138       	937       	3
56        	850       	3
187       	523       	4
933       	247       	3
194       	1023      	4
666       	1119      	5
187       	814       	2
67        	1183      	5
72        	1262      	3
212       	679       	4
911       	1145      	4
155       	80        	5
511       	1071      	5
165       	833       	4
150       	1         	3
201       	56        	2
232       	780       	5
196       	1283      	5
103       	1625      	3
26        	1138      	4
833       	1225      	3
181       	1607      	2
114       	875       	3
91        	1539      	2
217       	1393      	4
182       	1203      	4
217       	1005      	4
114       	114       	4
922       	1484      	3
66        	33        	5
65        	1311      	2
215       	1043      	3
800       	1235      	3
196       	774       	5
34        	1487      	5
131       	794       	3
811       	1306      	4
99        	795       	5
137       	1456      	4
52        	27        	5
186       	235       	3
30        	899       	3
91        	69        	1
29        	1461      	4
367       	224       	4
34        	1439      	1
171       	860       	2
356       	1061      	3
744       	1148      	4
213       	1334      	5
187       	806       	3
181       	883       	3
150       	1472      	3
211       	845       	3
152       	1205      	5
65        	1382      	3
63        	1307      	4
148       	1150      	5
76        	1534      	5
300       	892       	4
47        	845       	3
151       	829       	4
4         	1350      	3
744       	764       	3
889       	1135      	5
96        	1201      	5
378       	1306      	5
21        	1432      	5
666       	1307      	5
433       	6         	2
578       	1327      	1
356       	33        	4
87        	1054      	4
833       	1139      	2
744       	1099      	5
533       	111       	2
511       	54        	4
108       	1336      	1
207       	1671      	4
889       	859       	3
91        	321       	1
217       	784       	4
139       	1338      	4
192       	925       	4
136       	14        	3
622       	1546      	1
120       	926       	5
150       	1113      	3
666       	1292      	5
855       	1483      	5
106       	60        	1
378       	1071      	5
230       	891       	4
105       	764       	3
933       	1261      	3
75        	1304      	4
10        	2         	4
146       	911       	5
91        	1602      	1
489       	909       	4
889       	817       	4
91        	1345      	2
207       	969       	4
45        	871       	4
236       	771       	2
911       	235       	5
123       	1062      	1
161       	1184      	1
91        	1023      	4
611       	1468      	4
300       	1173      	2
378       	1065      	5
161       	776       	4
0         	867       	4
190       	850       	5
221       	1002      	2
933       	1208      	3
207       	1401      	4
155       	875       	5
130       	1183      	5
172       	235       	3
578       	1311      	2
87        	1000      	4
105       	828       	4
187       	1633      	3
98        	479       	5
196       	899       	4
65        	110       	4
120       	1511      	3
69        	1105      	1
229       	1299      	4
411       	933       	3
600       	1390      	4
102       	1407      	3
666       	992       	5
544       	1594      	5
655       	870       	5
1         	1085      	3
123       	323       	4
533       	1571      	4
105       	579       	3
666       	796       	5
16        	290       	5
82        	937       	5
938       	832       	4
67        	788       	5
544       	932       	4
236       	1299      	3
214       	1226      	4
367       	799       	4
766       	1128      	4
151       	1350      	5
29        	784       	5
205       	931       	3
227       	679       	5
172       	992       	3
173       	40        	1
6         	908       	2
889       	1598      	5
555       	1087      	4
199       	246       	1
207       	903       	4
137       	1070      	3
219       	1205      	5
356       	1267      	3
35        	243       	4
172       	969       	3
11        	1100      	1
146       	495       	2
161       	918       	3
555       	908       	2
289       	1403      	4
174       	1065      	3
4         	1145      	1
6         	889       	4
123       	1069      	5
14        	908       	4
89        	1026      	5
167       	820       	4
13        	1621      	3
190       	1660      	5
644       	836       	5
811       	812       	4
555       	859       	2
877       	813       	5
32        	925       	4
229       	1142      	4
94        	1031      	2
207       	767       	5
199       	477       	3
174       	1527      	5
136       	1105      	5
46        	942       	3
101       	1657      	2
12        	825       	3
114       	799       	5
57        	774       	5
30        	845       	3
112       	804       	2
50        	1397      	4
91        	1606      	1
11        	1201      	4
833       	74        	3
127       	368       	3
137       	993       	1
138       	112       	3
129       	1041      	4
132       	804       	3
83        	1613      	5
195       	779       	3
644       	1397      	1
187       	1220      	4
68        	1086      	4
106       	876       	4
139       	770       	4
444       	113       	1
942       	20        	5
111       	852       	5
214       	1571      	4
689       	1203      	4
833       	826       	3
811       	885       	5
911       	1496      	2
666       	1176      	3
855       	1019      	2
208       	1601      	4
0         	612       	2
150       	1275      	2
137       	1161      	5
156       	1283      	5
666       	1188      	3
800       	1194      	3
69        	926       	3
107       	1009      	4
511       	1583      	4
800       	1102      	3
666       	1097      	2
174       	1418      	4
141       	1194      	4
199       	1396      	5
232       	319       	3
67        	1460      	5
90        	798       	3
116       	1605      	4
51        	1194      	5
209       	912       	4
822       	1397      	3
378       	1288      	3
78        	334       	3
238       	190       	4
54        	0         	4
108       	958       	4
123       	712       	5
199       	1663      	3
155       	1118      	5
95        	891       	5
219       	1560      	4
227       	1327      	4
96        	851       	1
700       	802       	3
6         	1412      	2
933       	813       	3
155       	788       	5
108       	1141      	5
201       	0         	4
0         	190       	3
139       	1220      	1
227       	1013      	1
556       	690       	4
109       	859       	4
155       	1143      	5
555       	1338      	3
149       	989       	4
833       	1286      	4
13        	994       	3
94        	1153      	3
942       	1542      	1
34        	1037      	2
114       	1148      	4
34        	1525      	1
128       	346       	3
218       	826       	4
137       	1538      	3
199       	1378      	4
131       	775       	2
833       	1054      	3
155       	833       	3
34        	1372      	4
105       	1427      	3
121       	1309      	5
11        	770       	3
146       	764       	4
544       	1111      	2
238       	1103      	3
667       	150       	3
578       	775       	5
109       	833       	3
611       	279       	4
83        	1306      	5
889       	223       	5
35        	277       	3
2         	966       	2
204       	1053      	5
195       	1037      	3
236       	1660      	5
106       	1407      	4
35        	57        	4
188       	853       	1
207       	1383      	5
666       	1265      	3
511       	820       	5
124       	800       	5
155       	1571      	5
939       	1538      	4
219       	1383      	2
166       	838       	3
933       	1528      	2
822       	235       	4
195       	867       	4
40        	53        	3
213       	199       	4
29        	997       	1
667       	1015      	4
236       	1571      	4
225       	1154      	4
59        	1333      	5
161       	764       	4
195       	103       	2
478       	885       	4
109       	201       	2
161       	1450      	4
178       	279       	4
58        	334       	3
28        	1123      	1
156       	785       	5
191       	1294      	3
231       	1277      	3
216       	274       	3
150       	841       	2
167       	1130      	3
215       	412       	3
114       	1053      	3
722       	840       	1
34        	774       	5
120       	1327      	2
111       	1128      	5
238       	1201      	4
50        	279       	4
98        	1065      	4
196       	933       	4
51        	1654      	1
689       	833       	4
811       	1000      	4
91        	1260      	3
11        	1020      	4
120       	79        	3
95        	813       	4
45        	810       	5
55        	927       	2
522       	1449      	5
146       	1642      	5
85        	1544      	4
171       	1649      	4
205       	871       	4
8         	1157      	4
25        	773       	3
578       	1527      	2
213       	1037      	4
822       	39        	4
215       	995       	2
120       	1216      	3
105       	780       	4
11        	1649      	3
204       	1511      	4
219       	878       	5
91        	944       	1
755       	856       	4
12        	1045      	4
232       	1227      	4
104       	88        	4
219       	833       	3
855       	1222      	4
168       	800       	2
777       	1128      	5
96        	534       	4
237       	1341      	4
900       	1331      	3
444       	1077      	1
213       	990       	3
84        	301       	5
51        	1391      	2
666       	1288      	5
196       	1038      	5
811       	807       	5
4         	1155      	3
60        	766       	1
578       	909       	3
433       	1677      	3
187       	903       	3
120       	1188      	2
238       	1257      	5
207       	1061      	3
199       	756       	5
196       	1099      	5
578       	1227      	4
172       	816       	1
811       	1649      	4
589       	2         	5
67        	770       	5
219       	832       	2
889       	1622      	5
833       	850       	2
356       	1660      	4
227       	1009      	4
194       	1128      	5
6         	904       	3
933       	1452      	4
94        	1660      	4
215       	1359      	3
165       	1226      	4
89        	1628      	3
131       	872       	1
113       	1563      	4
114       	534       	1
218       	820       	5
666       	1308      	3
107       	996       	4
655       	1047      	3
689       	790       	4
174       	1097      	4
32        	775       	4
58        	1402      	3
666       	763       	3
207       	1516      	5
81        	818       	4
232       	1146      	4
101       	1654      	2
800       	1412      	1
232       	1057      	4
544       	834       	1
600       	72        	3
51        	1412      	2
135       	903       	4
123       	933       	4
206       	871       	4
120       	1294      	3
109       	1303      	3
135       	943       	3
124       	1350      	4
91        	445       	1
65        	312       	2
49        	1330      	3
722       	836       	2
110       	819       	4
138       	169       	2
219       	850       	4
196       	1438      	4
221       	1513      	4
215       	934       	2
225       	423       	2
0         	1094      	4
72        	885       	4
939       	1320      	4
213       	20        	4
666       	1074      	5
149       	769       	4
555       	1147      	4
115       	887       	3
128       	190       	4
94        	1242      	4
197       	858       	3
105       	809       	1
938       	1327      	4
167       	858       	4
555       	828       	4
311       	1209      	1
238       	1057      	4
134       	841       	3
181       	1258      	3
35        	1204      	3
622       	774       	5
123       	1625      	1
91        	371       	1
181       	766       	3
119       	909       	5
137       	817       	5
733       	1250      	4
58        	1354      	4
239       	883       	5
34        	523       	3
378       	859       	4
227       	1037      	4
67        	1560      	2
190       	1192      	5
165       	190       	5
29        	926       	5
43        	1154      	5
187       	1001      	2
213       	556       	5
150       	523       	3
155       	1638      	5
56        	941       	3
933       	612       	2
41        	1560      	4
138       	1043      	3
800       	788       	4
51        	967       	3
201       	1511      	3
88        	949       	1
87        	793       	4
231       	1626      	4
1         	1114      	5
19        	941       	3
145       	859       	5
232       	766       	4
95        	157       	4
98        	836       	3
21        	1299      	5
163       	1374      	4
150       	1660      	4
105       	838       	3
933       	839       	4
26        	992       	4
237       	2         	4
181       	1283      	5
61        	842       	3
138       	1420      	3
942       	1021      	4
811       	1050      	4
35        	914       	4
83        	1020      	5
174       	1113      	5
544       	769       	4
69        	756       	1
161       	1161      	3
168       	790       	4
367       	1017      	3
206       	557       	5
356       	1631      	2
940       	1317      	5
26        	1140      	4
567       	932       	3
137       	68        	2
333       	866       	3
228       	860       	1
300       	1021      	5
433       	1327      	1
227       	110       	4
73        	986       	5
85        	933       	5
222       	945       	1
511       	1537      	3
378       	556       	4
101       	190       	4
211       	782       	4
933       	766       	4
35        	1626      	3
20        	774       	5
227       	1437      	1
100       	1056      	5
105       	785       	4
65        	839       	4
511       	1069      	4
181       	821       	3
91        	373       	1
128       	412       	4
911       	1402      	4
98        	1638      	5
533       	765       	5
161       	601       	5
39        	1548      	4
220       	1267      	4
172       	829       	4
146       	423       	3
67        	805       	5
58        	1500      	5
91        	365       	1
51        	277       	3
113       	1225      	5
165       	858       	3
219       	1053      	4
237       	368       	5
58        	223       	5
13        	1203      	3
229       	1109      	5
47        	859       	5
378       	840       	4
96        	865       	3
128       	810       	4
149       	804       	4
6         	891       	2
237       	590       	2
0         	820       	4
119       	932       	1
146       	1038      	4
511       	1073      	3
933       	1296      	5
118       	924       	4
45        	766       	5
187       	1450      	2
196       	92        	3
811       	1604      	3
187       	1217      	3
137       	48        	3
199       	1560      	4
444       	1044      	1
15        	941       	4
218       	1049      	5
89        	798       	3
34        	1536      	5
855       	807       	5
1         	889       	5
91        	937       	3
145       	1087      	4
171       	1401      	3
150       	826       	3
221       	54        	2
622       	0         	3
130       	766       	5
212       	804       	3
766       	181       	2
183       	1070      	2
333       	910       	5
50        	1496      	3
43        	1147      	4
600       	1054      	2
444       	0         	4
196       	969       	5
578       	1054      	5
155       	1100      	5
215       	734       	3
35        	833       	5
183       	1350      	4
121       	791       	5
156       	1420      	5
199       	182       	3
222       	845       	1
3         	1234      	3
70        	23        	4
138       	1581      	1
942       	846       	3
155       	1051      	3
68        	668       	5
81        	1217      	4
227       	180       	2
489       	1323      	5
378       	1136      	3
124       	1649      	5
72        	1606      	4
221       	840       	2
200       	814       	3
229       	1449      	3
89        	1382      	3
800       	954       	1
11        	16        	4
120       	850       	4
911       	234       	1
11        	0         	4
56        	820       	3
533       	1360      	5
227       	1342      	4
59        	124       	5
105       	668       	2
911       	841       	3
744       	1583      	3
161       	1308      	3
86        	930       	2
36        	819       	3
108       	909       	3
142       	1128      	4
833       	886       	3
217       	1372      	4
91        	0         	3
197       	856       	4
199       	1638      	4
0         	854       	5
89        	775       	4
196       	1203      	4
855       	769       	5
86        	1338      	1
127       	334       	4
29        	379       	5
32        	1393      	4
213       	1048      	5
167       	804       	4
209       	875       	5
120       	391       	2
191       	1194      	3
444       	976       	3
194       	1403      	5
667       	1038      	5
236       	1193      	2
58        	1593      	5
110       	870       	5
114       	805       	3
942       	877       	1
12        	1395      	4
544       	1427      	4
94        	880       	3
137       	1549      	4
311       	679       	5
544       	1037      	2
6         	907       	3
220       	386       	3
90        	134       	3
666       	1321      	2
25        	445       	5
187       	48        	1
170       	880       	4
227       	1030      	4
124       	1158      	5
150       	1292      	3
237       	1209      	5
232       	812       	3
150       	442       	4
722       	1179      	3
20        	556       	5
163       	838       	3
600       	1146      	5
833       	780       	5
155       	1472      	3
544       	1172      	4
174       	818       	3
130       	790       	5
116       	886       	1
34        	789       	3
50        	590       	5
2         	870       	3
124       	877       	5
933       	1096      	4
34        	1469      	1
29        	1302      	3
611       	160       	4
0         	146       	5
733       	767       	4
216       	1137      	4
182       	503       	4
216       	1606      	3
25        	190       	1
833       	334       	3
227       	1046      	3
126       	773       	1
555       	1119      	5
91        	840       	1
199       	1401      	5
227       	123       	4
94        	785       	4
235       	179       	5
238       	817       	3
239       	169       	4
34        	235       	5
367       	1127      	4
533       	811       	2
129       	712       	3
578       	892       	2
201       	301       	5
69        	1569      	3
12        	1376      	5
933       	815       	3
278       	843       	2
236       	1201      	4
422       	1328      	3
833       	1244      	4
209       	1158      	3
94        	1144      	5
58        	1604      	3
889       	1339      	4
12        	994       	3
6         	20        	1
8         	1219      	4
91        	14        	1
300       	190       	4
196       	1511      	4
134       	859       	5
667       	1483      	4
444       	1660      	3
232       	1627      	4
556       	804       	5
190       	1436      	5
160       	804       	4
911       	1173      	2
789       	884       	4
215       	1031      	1
113       	1103      	5
34        	915       	3
511       	777       	4
19        	851       	4
217       	764       	4
589       	10        	5
217       	834       	4
6         	14        	1
63        	1285      	5
188       	185       	1
68        	1051      	5
153       	785       	4
208       	853       	1
212       	357       	3
389       	101       	5
139       	1325      	3
51        	1421      	2
197       	15        	3
611       	2         	3
192       	115       	5
19        	856       	3
94        	1527      	5
206       	568       	5
137       	534       	2
689       	883       	4
191       	780       	5
933       	808       	5
163       	1045      	5
18        	1460      	5
85        	936       	3
34        	1012      	3
33        	941       	2
175       	291       	2
938       	0         	5
53        	1577      	5
58        	1216      	4
94        	1306      	3
236       	1001      	3
7         	870       	4
65        	1140      	3
267       	920       	4
689       	1047      	5
182       	1035      	5
933       	55        	4
113       	896       	3
389       	201       	4
199       	490       	4
51        	817       	5
678       	1560      	5
92        	1338      	5
104       	1269      	4
128       	909       	4
58        	1111      	5
4         	931       	3
150       	1207      	2
166       	1606      	2
106       	937       	4
11        	859       	5
137       	1186      	2
203       	892       	4
20        	1414      	2
145       	996       	4
15        	936       	1
227       	501       	1
170       	907       	4
58        	986       	5
203       	936       	5
228       	836       	5
212       	1203      	3
600       	668       	4
200       	1449      	4
76        	310       	3
184       	1096      	4
89        	146       	5
811       	1483      	5
889       	1126      	5
150       	208       	4
855       	790       	5
178       	1333      	3
57        	323       	4
69        	1660      	4
667       	807       	4
456       	775       	3
137       	65        	4
911       	768       	5
117       	813       	4
72        	1333      	5
522       	1330      	3
94        	803       	4
556       	1021      	3
911       	773       	5
367       	800       	4
137       	49        	4
108       	907       	4
911       	1450      	3
216       	886       	3
114       	1402      	2
114       	812       	2
104       	1029      	3
191       	1356      	4
128       	1342      	3
700       	1302      	5
889       	780       	4
240       	876       	3
422       	916       	3
173       	1097      	1
190       	1318      	4
622       	1349      	3
555       	1103      	4
3         	820       	3
120       	53        	4
50        	775       	3
833       	1494      	4
4         	1267      	3
65        	1428      	5
219       	1225      	4
889       	1136      	5
191       	1108      	5
35        	1574      	1
87        	879       	3
889       	845       	3
91        	106       	1
236       	479       	3
186       	761       	4
114       	1139      	2
105       	1291      	4
544       	1002      	3
0         	825       	4
19        	1407      	3
79        	897       	5
13        	1214      	3
556       	26        	5
208       	958       	4
108       	1183      	3
311       	1326      	5
106       	18        	4
199       	825       	4
822       	1403      	4
234       	1556      	2
241       	1660      	5
167       	850       	5
76        	877       	4
5         	839       	4
221       	1225      	4
105       	1103      	3
208       	899       	5
150       	1219      	4
199       	55        	1
855       	1571      	4
91        	1026      	1
199       	170       	2
433       	1094      	5
218       	1522      	5
378       	1627      	4
911       	813       	3
40        	1005      	3
34        	1305      	3
181       	1001      	3
666       	1323      	3
19        	1619      	3
243       	1099      	4
47        	1490      	2
188       	334       	4
